,jupyter notebook,jupyter,jupyter-notebook,python,ipython,ipython-notebook
94,0.0,0.0,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.10188261351052047,0.0,0.0
98,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.31562819203268644,0.0,0.0
100,0.0,0.0,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.00737100737100737,0.0,0.0
104,0.0,0.0,0.0,0.0,0.0,0.0
105,0.0,0.0,0.0,0.0,0.0,0.0
106,0.0,0.0,0.0,0.18397085610200364,0.0,0.0
107,0.0,0.0,0.0,0.3157894736842105,0.0,0.0
108,0.0,0.0,0.0,0.0,0.0,0.0
109,0.0,0.0,0.0,0.0,0.0,0.0
110,0.0,0.0,0.0,0.0,0.0,0.0
111,0.0,0.0,0.0,0.011363636363636364,0.0,0.0
112,0.0,0.0,0.0,0.07538994800693241,0.0,0.0
113,0.0,0.0,0.0,0.09016393442622953,0.0,0.0
114,0.0,0.0,0.0,0.05325443786982249,0.0,0.0
115,0.0,0.0,0.0,0.09729064039408868,0.0,0.0
116,0.07352941176470587,0.0,0.0,0.0,0.0,0.0
117,0.0,0.0,0.0,0.0,0.0,0.0
118,0.0,0.0,0.0,0.0,0.0,0.0
119,0.0,0.0,0.0,0.0,0.0,0.0
120,0.0,0.0,0.0,0.0,0.0,0.0
121,0.0,0.0,0.0,0.0,0.0,0.0
122,0.0,0.0,0.0,0.03597122302158273,0.0,0.0
123,0.0,0.0,0.0,0.1298828125,0.0,0.0
124,0.0,0.0,0.0,0.0,0.0,0.0
125,0.0,0.0,0.0,0.0,0.0,0.0
126,0.0,0.0,0.0,0.0,0.0,0.0
127,0.0,0.0,0.0,0.0,0.0,0.0
128,0.0,0.0,0.0,0.0033670033670033673,0.0,0.0
129,0.0,0.0,0.0,0.006833712984054671,0.0,0.0
130,0.0,0.0,0.0,0.03292894280762565,0.0,0.0
131,0.0,0.0,0.0,0.0,0.0,0.0
132,0.0,0.0,0.0,0.013665594855305468,0.0,0.0
133,0.0,0.0,0.0,0.0,0.0,0.0
134,0.0,0.0,0.0,0.0,0.0,0.0
135,0.0,0.0,0.0,0.015873015873015872,0.0,0.0
136,0.0,0.0,0.0,0.0,0.0,0.0
